fold,pt_num_leaves,pt_lr,pt_min_node,pt_rounds,pt_inner_rmse,vl_num_leaves,vl_lr,vl_min_node,vl_rounds,vl_inner_rmse
1,7,0.02,50,152,8.2644,7,0.1,10,29,5.8397
2,31,0.05,10,91,6.3673,15,0.1,5,23,5.7068
3,7,0.02,20,90,6.6433,31,0.1,5,20,5.3082
4,31,0.05,5,58,6.0068,7,0.1,10,65,4.4473
5,15,0.02,20,285,6.2285,15,0.02,5,191,4.4368
6,7,0.05,10,88,6.5128,7,0.1,5,34,4.8531
7,7,0.1,10,17,7.0521,31,0.01,10,355,6.4521
8,15,0.05,10,60,6.6852,7,0.05,100,351,6.1056
9,15,0.1,5,21,6.6519,7,0.05,100,170,5.4683
10,31,0.05,20,41,7.3959,31,0.05,5,109,6.1911
11,31,0.05,20,39,6.8176,7,0.1,100,76,5.923
12,7,0.05,5,69,6.3537,7,0.05,50,235,5.442
13,7,0.1,100,18,5.7205,7,0.01,100,385,5.0241
14,7,0.01,100,219,6.1698,31,0.05,20,31,5.4233
15,7,0.1,50,9,6.0304,15,0.02,5,68,5.7082
16,7,0.1,50,9,6.8003,15,0.02,5,68,5.7857
17,7,0.1,5,32,7.2865,15,0.1,5,15,5.9346
18,7,0.1,100,23,7.536,7,0.05,5,63,5.6827
19,63,0.1,20,18,7.6387,7,0.1,10,87,5.3464
20,7,0.02,50,143,7.4121,7,0.1,20,52,5.2336
21,7,0.02,50,140,7.1118,7,0.01,10,540,5.453
22,7,0.1,20,20,7.2143,7,0.1,10,76,5.7412
23,15,0.01,50,310,7.1429,7,0.1,5,81,5.6946
24,7,0.02,100,135,7.3431,15,0.05,50,58,6.1659
25,15,0.02,100,79,7.216,15,0.1,50,34,6.0016
26,15,0.02,100,79,7.1534,15,0.1,50,34,5.9815
27,15,0.1,20,10,7.1805,31,0.02,20,161,5.9005
28,15,0.01,100,115,7.1454,31,0.1,20,17,5.7247
29,15,0.1,100,10,7.0057,63,0.05,20,38,5.5608
30,15,0.1,100,11,6.7351,7,0.02,20,349,5.3505
31,15,0.1,50,11,6.8836,7,0.02,20,422,5.5015
32,31,0.05,50,30,6.8212,7,0.1,20,145,5.6372
33,31,0.01,50,155,6.9017,31,0.1,10,50,5.5177
34,7,0.1,10,25,6.9103,15,0.1,10,64,5.4144
35,15,0.01,50,240,6.7368,15,0.1,5,90,5.4846
36,15,0.01,50,277,6.9064,15,0.1,5,73,5.5082
37,7,0.1,5,38,7.1151,63,0.1,20,41,5.9617000000000004
38,7,0.1,50,25,7.1748,7,0.1,10,95,6.1471
39,7,0.01,20,432,7.0788,15,0.1,20,26,5.981
40,7,0.1,20,44,7.1435,7,0.1,5,53,5.9257
41,7,0.1,20,44,7.0802,7,0.1,5,80,5.9581
42,15,0.1,50,25,6.9467,7,0.05,10,131,5.799
43,7,0.1,100,42,7.0806,7,0.02,10,320,5.8171
44,7,0.02,100,251,7.1099,7,0.05,5,130,5.8353
45,7,0.02,50,250,6.9367,31,0.1,5,43,5.7103
46,7,0.02,50,250,6.9497,7,0.1,10,45,5.7058
47,15,0.1,20,40,6.7594,15,0.01,5,480,5.5842
48,7,0.1,50,91,6.9638,7,0.1,20,49,5.5282
49,31,0.1,100,102,6.9036,7,0.01,5,590,5.4872
50,7,0.01,20,651,6.8501,15,0.01,5,380,5.4409
51,15,0.01,50,573,6.9094,7,0.01,5,493,5.4596
52,7,0.05,50,224,6.9019,15,0.05,5,80,5.3881
53,15,0.01,20,520,7.0267,15,0.02,5,260,5.5781
54,7,0.05,20,219,6.974,7,0.05,50,130,5.6062
55,7,0.02,20,490,6.856,7,0.01,50,480,5.4442
56,7,0.02,20,490,6.8921,7,0.01,50,480,5.5115
57,7,0.02,10,365,6.8574,7,0.02,20,265,5.4287
58,7,0.1,100,43,6.8248,15,0.01,20,310,5.4448
59,7,0.05,100,103,6.7256,7,0.01,50,490,5.3415
60,7,0.01,50,424,6.6501,7,0.1,50,46,5.2328
61,7,0.01,50,544,6.7238,7,0.1,50,46,5.2715
62,7,0.1,100,102,6.8066,7,0.05,50,120,5.3372
63,7,0.05,10,91,6.8261,7,0.05,50,105,5.4206
64,7,0.02,100,380,6.7096,7,0.1,50,48,5.4446
65,31,0.05,20,64,6.8113,7,0.02,20,295,5.508
66,7,0.01,100,695,6.7335,7,0.02,20,295,5.4166
67,7,0.01,100,501,6.6932,15,0.02,20,220,5.4066
68,7,0.01,100,940,6.858,31,0.05,5,59,5.4117
69,7,0.01,100,700,6.9171,7,0.01,50,760,5.4712
70,7,0.01,100,797,6.8726,15,0.01,20,965,5.3201
71,7,0.01,100,795,6.915,7,0.01,20,966,5.3538
72,7,0.01,100,855,6.9617000000000004,7,0.02,10,688,5.4369
73,7,0.05,100,161,7.0318,7,0.01,20,969,5.3901
74,7,0.01,100,839,7.2314,7,0.02,20,695,5.3402
75,7,0.1,100,83,7.3033,7,0.02,10,490,5.3663
76,7,0.1,100,83,7.3438,7,0.02,10,490,5.3388
77,7,0.05,100,133,7.2335,7,0.05,50,285,5.3068
78,7,0.02,5,423,7.2283,7,0.01,20,943,5.2994
79,7,0.02,10,445,7.235,7,0.1,50,67,5.2721
80,7,0.05,100,133,7.2374,7,0.01,10,1015,5.223
81,7,0.05,100,133,7.1714,7,0.01,10,1030,5.2462
82,7,0.05,20,155,7.2015,7,0.1,5,74,5.1793
83,7,0.1,100,86,7.2138,7,0.01,50,600,5.2576
84,7,0.01,5,847,7.2924,7,0.02,50,281,5.1647
85,7,0.05,5,226,7.245,7,0.02,50,250,5.1562
86,7,0.05,5,226,7.3112,7,0.02,50,194,5.1375
