position,threshold,method,stratum,pred_vol_ref,p_raw,p_recal
RB,15+,platt_vegas,exante_low,9.038558470864498,0,1.1720207212611188e-4
RB,15+,platt_vegas,exante_low,9.038558470864498,0.01,0.010862559045988802
RB,15+,platt_vegas,exante_low,9.038558470864498,0.02,0.021464385108899767
RB,15+,platt_vegas,exante_low,9.038558470864498,0.03,0.03196245865229608
RB,15+,platt_vegas,exante_low,9.038558470864498,0.04,0.0423904759629984
RB,15+,platt_vegas,exante_low,9.038558470864498,0.05,0.052764707035754574
RB,15+,platt_vegas,exante_low,9.038558470864498,0.06,0.06309490594665017
RB,15+,platt_vegas,exante_low,9.038558470864498,0.07,0.07338763765603146
RB,15+,platt_vegas,exante_low,9.038558470864498,0.08,0.08364765721975176
RB,15+,platt_vegas,exante_low,9.038558470864498,0.09,0.09387858925427403
RB,15+,platt_vegas,exante_low,9.038558470864498,0.1,0.10408330291823915
RB,15+,platt_vegas,exante_low,9.038558470864498,0.11,0.11426413636981805
RB,15+,platt_vegas,exante_low,9.038558470864498,0.12,0.12442303962117301
RB,15+,platt_vegas,exante_low,9.038558470864498,0.13,0.13456166993630975
RB,15+,platt_vegas,exante_low,9.038558470864498,0.14,0.14468145805737426
RB,15+,platt_vegas,exante_low,9.038558470864498,0.15,0.15478365567452468
RB,15+,platt_vegas,exante_low,9.038558470864498,0.16,0.16486937037818492
RB,15+,platt_vegas,exante_low,9.038558470864498,0.17,0.17493959199080258
RB,15+,platt_vegas,exante_low,9.038558470864498,0.18,0.1849952128004084
RB,15+,platt_vegas,exante_low,9.038558470864498,0.19,0.1950370433789326
RB,15+,platt_vegas,exante_low,9.038558470864498,0.2,0.2050658251382769
RB,15+,platt_vegas,exante_low,9.038558470864498,0.21,0.21508224043258495
RB,15+,platt_vegas,exante_low,9.038558470864498,0.22,0.22508692078530024
RB,15+,platt_vegas,exante_low,9.038558470864498,0.23,0.2350804536627286
RB,15+,platt_vegas,exante_low,9.038558470864498,0.24,0.24506338810656023
RB,15+,platt_vegas,exante_low,9.038558470864498,0.25,0.25503623946029896
RB,15+,platt_vegas,exante_low,9.038558470864498,0.26,0.26499949336865375
RB,15+,platt_vegas,exante_low,9.038558470864498,0.27,0.27495360918803036
RB,15+,platt_vegas,exante_low,9.038558470864498,0.28,0.2848990229159016
RB,15+,platt_vegas,exante_low,9.038558470864498,0.29,0.2948361497240136
RB,15+,platt_vegas,exante_low,9.038558470864498,0.3,0.30476538616305326
RB,15+,platt_vegas,exante_low,9.038558470864498,0.31,0.31468711209307315
RB,15+,platt_vegas,exante_low,9.038558470864498,0.32,0.32460169238364844
RB,15+,platt_vegas,exante_low,9.038558470864498,0.33,0.33450947841964923
RB,15+,platt_vegas,exante_low,9.038558470864498,0.34,0.3444108094421345
RB,15+,platt_vegas,exante_low,9.038558470864498,0.35000000000000003,0.35430601374880166
RB,15+,platt_vegas,exante_low,9.038558470864498,0.36,0.3641954097743614
