position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,team_spread,implied_total,pred_eff,pred_vol,lo_50_vol,hi_50_vol,lo_80_vol,hi_80_vol,lo_90_vol,hi_90_vol,pred_tot,lo_50_tot,hi_50_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,star_bucket,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,override_flag_type,override_confidence,override_reason,p_start_recal_preoverride,p_boom_recal_preoverride,med_vol,med_tot,depth_chart_starter_floor,pred_pass_eff,lo_50_pass_eff,hi_50_pass_eff,lo_80_pass_eff,hi_80_pass_eff,lo_90_pass_eff,hi_90_pass_eff,pred_db,lo_50_db,hi_50_db,lo_80_db,hi_80_db,lo_90_db,hi_90_db,pred_rush,lo_50_rush,hi_50_rush,lo_80_rush,hi_80_rush,lo_90_rush,hi_90_rush,pred_carry,lo_50_carry,hi_50_carry,lo_80_carry,hi_80_carry,lo_90_carry,hi_90_carry
RB,00-0029892,Kyle Juszczyk,SF,ARI,2026_03_ARI_SF,2026,3,NA,NA,8.5,28,0.0351267464176522,7.31209398001414,4.49690784505699,10.1272801149713,1.54073395048367,13.0834540095446,-0.718602615443318,15.3427905754716,0.256850071017998,-1.65909940535803,2.17279954739403,-3.57936721300084,4.09306735503684,-4.77806997285047,5.29177011488646,0.093,0.02,b3,0.0848139754535358,0.0246101145801613,star_platt,star_platt,NA,NA,NA,0.0848139754535358,0.0246101145801613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0032104,Ameer Abdullah,JAX,NE,2026_03_NE_JAX,2026,3,NA,NA,3,24.25,-0.0753013500195521,8.21910305469432,5.40391691973717,11.0342891896515,2.44774302516385,13.9904630842248,0.188406459236861,16.2497996501518,-0.618909555968307,-2.6343340872883,1.39651497535169,-4.6543011552862,3.41648204334959,-5.91523991058757,4.67742079865096,0.084,0.018,b3,0.0781481623560335,0.0226642504482163,star_platt,star_platt,NA,NA,NA,0.0781481623560335,0.0226642504482163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0032764,Derrick Henry,BAL,DAL,2026_03_BAL_DAL,2026,3,NA,NA,3.5,28,0.062228131947977,19.8935435451518,17.0783574101947,22.708729680109,14.1221835156214,25.6649035746823,11.8628469496944,27.9242401406093,1.23793805264053,-1.71695325467351,4.19282935995458,-4.67850454946617,7.15438065474723,-6.5272152846953,9.00309138997637,0.6315,0.394,b1,0.695530201127435,0.463099663086051,star_platt,star_platt,NA,NA,NA,0.695530201127435,0.463099663086051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033280,Christian McCaffrey,SF,ARI,2026_03_ARI_SF,2026,3,NA,Did Not Participate In Practice,8.5,28,0.00397934129880217,15.8265373891771,13.0113512542199,18.6417235241342,10.0551773596466,21.5978974187076,7.79584079371963,23.8572339846345,0.062979193849789,-2.61338847402165,2.73934686172123,-5.29578836890328,5.42174675660286,-6.97024239256468,7.09620078026425,0.39,0.181,b1,0.509803644014637,0.26983381397983,star_platt,star_platt,NA,NA,NA,0.509803644014637,0.26983381397983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033293,Aaron Jones,MIN,TB,2026_03_MIN_TB,2026,3,NA,Did Not Participate In Practice,1.5,22,-0.0724473661354084,19.0736158355962,16.2584297006391,21.8888019705534,13.3022558060658,24.8449758651267,11.0429192401388,27.1043124310537,-1.38183322996756,-4.28337587373036,1.51970941379523,-7.19145826317797,4.42779180324284,-9.0067917141824,6.24312525424728,0.4485,0.2355,b3,0.326074383509855,0.1754330550883,star_platt,star_platt,NA,NA,NA,0.326074383509855,0.1754330550883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033376,Patrick Ricard,NYG,TEN,2026_03_TEN_NYG,2026,3,NA,NA,2.5,20.5,-0.081707522502941,7.59760276788415,4.782416632927,10.4127889028413,1.82624273835367,13.3689627974146,-0.433093827573311,15.6282993633416,-0.6207812991253,-2.56876281271615,1.32720021446555,-4.52113485412674,3.27957225587614,-5.73987827365265,4.49831567540204,0.059,0.013,b3,0.0588997375786922,0.0175732359288074,star_platt,star_platt,NA,NA,NA,0.0588997375786922,0.0175732359288074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033526,Samaje Perine,CIN,PIT,2026_03_CIN_PIT,2026,3,NA,NA,3.5,23,-0.0582396200077515,8.4935030851204,5.67831695016325,11.3086892200775,2.72214305558993,14.2648631146509,0.462806489662942,16.5241996805779,-0.494658392212077,-2.53893835019742,1.54962156577327,-4.5878258816963,3.59850909727215,-5.86681786857131,4.87750108414715,0.088,0.0195,b3,0.0811250270265028,0.0241277878019528,star_platt,star_platt,NA,NA,NA,0.0811250270265028,0.0241277878019528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033906,Alvin Kamara,NO,LV,2026_03_LV_NO,2026,3,NA,NA,3,23.25,-0.116405122001077,14.7935987085351,11.9784125735779,17.6087848434922,9.02223867900462,20.5649587380656,6.76290211307764,22.8242953039925,-1.722050662502,-4.3213562673188,0.877254942314795,-6.92652041005824,3.48241908505423,-8.55276099761273,5.10865967260872,0.255,0.094,b3,0.28718838405231,0.174989579869229,star_platt,star_platt,role_change_up,0.92,"Kamara returns from knee injury and Miller is healthy inactive, signaling increased opportunity for Kamara in the Saints backfield.",0.19518838405231,0.0829895798692292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0034844,Saquon Barkley,PHI,CHI,2026_03_PHI_CHI,2026,3,NA,NA,4.5,23,-0.072041118149184,16.089232396193,13.2740462612359,18.9044185311502,10.3178723666626,21.8605924257235,8.05853580073557,24.1199289916505,-1.15908629198382,-3.85459395288323,1.53642136891559,-6.55617698015082,4.23800439618318,-8.24260583026198,5.92443324629434,0.349,0.138,b2,0.237871966381479,0.0446145029996884,star_platt,star_platt,role_change_down,0.72,"Barkley's shoulder injury caused him to miss snaps in Week 2, with Bigsby getting increased opportunity, and blurb suggests Barkley's status for Week 3 is uncertain.",0.309871966381479,0.116614502999688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0034975,Justice Hill,BAL,DAL,2026_03_BAL_DAL,2026,3,NA,NA,3.5,28,0.0266361141138231,8.4568043219538,5.64161818699666,11.271990456911,2.68544429242333,14.2281643514843,0.426107726496348,16.4875009174113,0.225256404957834,-1.8151953115957,2.26570812151137,-3.86024597324387,4.31075878315954,-5.13684284290609,5.58735565282176,0.126,0.031,b3,0.108444854254485,0.0346709916543861,star_platt,star_platt,NA,NA,NA,0.108444854254485,0.0346709916543861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
