fold,nu_median,sigma_slope_opp,sigma_slope_adot
1,27.7875835,-0.22821722,0.027917855999999998
2,22.520300499999998,-0.209154785,0.025631312
3,23.380951000000003,-0.23333322,0.01782713
4,26.039538,-0.236133655,-0.0128284035
5,25.151968500000002,-0.23706021500000002,0.00212391535
6,25.319087,-0.23359381,0.00715714685
7,22.576381,-0.237533775,0.0111126685
8,23.907224499999998,-0.23617343000000002,0.013264149999999999
9,17.136963,-0.236880145,0.0411111955
10,18.8571045,-0.23741584999999998,0.034926248
11,17.9043225,-0.23605421,0.040335958
12,16.525915,-0.247239715,0.0517657625
13,15.350595,-0.23941412,0.0510303475
14,14.697113,-0.248188675,0.051872291
15,15.666722,-0.25015881500000003,0.0584691195
16,15.4378825,-0.24733803,0.0490908245
17,17.587166500000002,-0.247993865,0.047223970000000004
18,17.099774,-0.24999197,0.0472226795
19,17.1093265,-0.246535015,0.049387886500000006
20,17.3816065,-0.24490977,0.0448619815
21,18.4481265,-0.24420598999999998,0.0449098935
22,18.776377500000002,-0.24662427,0.047053083499999995
23,19.088432,-0.24713041,0.044782868
24,18.501724,-0.24878697,0.044300161000000005
25,19.8486775,-0.24228032,0.050120215499999995
26,20.3782325,-0.24078154499999999,0.0562393915
27,17.0652075,-0.241094635,0.056441543999999996
28,15.654706000000001,-0.24813823499999998,0.060431597000000004
29,15.187060500000001,-0.24629900500000002,0.056010313
30,14.7507245,-0.24884601,0.0561620645
31,14.502438999999999,-0.25293892,0.0566604105
32,15.765285,-0.253315075,0.0508362645
33,14.8322815,-0.24874079500000001,0.054732349
34,14.4762475,-0.24979463,0.054383390000000004
35,14.911695,-0.24839959,0.056930370499999994
36,14.4127795,-0.25004259500000003,0.0570452885
37,13.746848,-0.24792889,0.0577187505
38,13.2394505,-0.25450628,0.059641971
39,13.099825,-0.25591147999999997,0.056286091499999996
40,12.869111,-0.259127275,0.0586668615
41,12.067139000000001,-0.26029730500000003,0.057957132
42,12.3696725,-0.2588586,0.056997348
43,11.976488499999999,-0.25468546000000003,0.0589357095
44,11.429962,-0.25075171500000004,0.0609672205
45,11.3277615,-0.24915163499999998,0.0614500445
46,11.4011475,-0.247596765,0.062818086
47,11.1171695,-0.248046715,0.0615007605
48,10.8907335,-0.24694082,0.060990251999999995
49,11.046464499999999,-0.24485136000000002,0.060316941
50,11.409893499999999,-0.24309459,0.0566208145
51,11.447951499999999,-0.24288764499999999,0.051626744
52,11.2442155,-0.244201095,0.0522113605
53,11.516971999999999,-0.24655914499999998,0.0545394555
54,11.685517999999998,-0.24560576,0.053603921
55,11.728011,-0.24470145999999998,0.0541437885
56,11.872303500000001,-0.242649525,0.051682747
57,11.7884905,-0.24323857999999998,0.052027807
58,11.573801,-0.24322536,0.048513863500000004
59,11.752391,-0.24307518,0.0462880165
60,11.4147165,-0.24116196,0.043218976
61,11.156798,-0.244631395,0.046065026999999995
62,10.9756245,-0.244117785,0.044943672000000004
63,11.0684775,-0.244942065,0.045547180500000006
64,11.2093805,-0.24670226499999998,0.044722086
65,11.0059165,-0.24692615,0.0452896415
66,11.041906000000001,-0.248540545,0.0489710675
67,11.0493085,-0.248279465,0.046287485
68,11.003259,-0.246792015,0.043714285
69,10.918118,-0.247308835,0.045159482
70,10.9231465,-0.247425855,0.0444492665
71,10.956664,-0.24720742,0.0452724615
72,10.949421000000001,-0.24635426,0.045797485
73,10.876932,-0.244284395,0.045930647000000005
74,10.950516499999999,-0.244015465,0.049123548
75,10.9874875,-0.245381705,0.049555478
76,10.962165,-0.24522948,0.0510007945
77,10.818272,-0.24450961999999998,0.0521671545
78,10.805322499999999,-0.24322281499999998,0.053171316999999996
79,10.982937,-0.241440345,0.0528307185
80,11.090088999999999,-0.240858875,0.0534604245
81,11.201791,-0.240139885,0.052249047500000007
82,11.082567000000001,-0.238946165,0.050590995
83,10.844597,-0.24035921,0.047732919
84,11.2376735,-0.23989534,0.043607141
85,11.1571965,-0.23943206,0.043524796500000004
86,11.068231,-0.23959154,0.043913401500000004
87,11.255976,-0.23972200500000002,0.042913782
88,11.066302499999999,-0.23868889,0.042865352999999995
89,11.064769,-0.238299025,0.0422733605
90,11.303801,-0.23869366,0.041323526
91,11.4055265,-0.238115325,0.039653311499999996
92,11.516058000000001,-0.23713281,0.040532276
93,11.459472,-0.236238005,0.041240409
94,11.3785475,-0.237204965,0.042472118
95,11.370193,-0.2380637,0.0434146645
96,11.2999595,-0.23792729499999998,0.042709559499999994
97,11.390366499999999,-0.237723655,0.043034556
98,11.549131,-0.23790730999999998,0.0436235065
99,11.7163155,-0.238609585,0.043666968
100,11.6679485,-0.23939627000000002,0.043210493
101,11.562734500000001,-0.24015440500000002,0.042295524
102,11.657938000000001,-0.240658225,0.0412449045
103,11.8325575,-0.240648575,0.042866939
104,11.7321265,-0.239477735,0.041789057500000004
105,11.859804,-0.241514575,0.041663195
106,12.100473000000001,-0.241667875,0.042790313999999996
107,12.089839999999999,-0.24232768999999998,0.043121128499999994
108,12.2230725,-0.242674,0.0427789785
109,12.101395499999999,-0.242940675,0.0432714525
110,12.121192,-0.24234912,0.043208009500000005
111,12.1796675,-0.24322099,0.043812823
112,12.230141,-0.24342493,0.0450026625
113,12.3374715,-0.24341715,0.043738611999999996
114,12.408798,-0.24372515,0.043627609
115,12.492098,-0.243369495,0.043903734
116,12.560644,-0.2436373,0.043601978
117,12.6506985,-0.24416456,0.042526656499999996
118,12.8081015,-0.24451902,0.043205847
119,12.9111425,-0.24396424,0.0415014915
120,12.898039,-0.243784965,0.0415583405
121,12.8968825,-0.24419217,0.042488666
122,12.9030865,-0.243907355,0.042394115999999996
123,12.9682155,-0.24476425499999999,0.0419248605
124,12.808345,-0.24369431,0.0416119095
125,12.792196,-0.245139215,0.041948453499999996
126,12.7872995,-0.24498641,0.041763246000000004
127,12.994746,-0.24412234,0.0423182665
128,12.959446,-0.24409477499999999,0.041462079
129,12.997549,-0.2446393,0.0420323815
130,13.0251365,-0.24401614,0.042431008
131,12.9306155,-0.244223115,0.0409389945
132,12.8542665,-0.243446535,0.041107264500000004
133,12.7289035,-0.243271075,0.040758916000000006
134,12.741675,-0.24372045,0.040775851
135,12.8103975,-0.24383446,0.040067254
136,12.98845,-0.2439645,0.040338201000000004
137,12.957316500000001,-0.24340161500000002,0.040820773500000004
138,13.1300875,-0.24307821000000002,0.040935641999999994
139,13.2016225,-0.2432076,0.0402020395
140,13.291461,-0.243219285,0.0395765125
141,13.439081,-0.243726455,0.0398794605
142,13.353566,-0.24367199,0.039461263999999996
143,13.5494115,-0.244136525,0.039424833500000006
144,13.564379500000001,-0.244014495,0.039982632000000004
145,13.6184025,-0.24371747,0.040541690500000005
146,13.7307975,-0.243401,0.039521640499999997
147,13.588341,-0.242918725,0.040766308
148,13.728584,-0.242732595,0.041210182
149,13.795458,-0.24231833,0.042214177000000006
150,13.9634465,-0.24232679499999998,0.040459790499999995
151,13.914425,-0.24142675,0.040201360000000005
152,13.6527945,-0.2405502,0.0407513825
153,13.7017515,-0.241038275,0.0415338245
154,13.5778705,-0.240655475,0.0402928635
155,13.2616045,-0.24044132000000001,0.040058886
156,12.999183,-0.24028996,0.0396325475
157,13.181990500000001,-0.24013897,0.039338012
158,13.237267500000002,-0.23968337,0.0399260565
159,13.077562,-0.239853595,0.040224407000000004
160,13.089750500000001,-0.238838085,0.040345363
161,13.070312999999999,-0.23770581000000002,0.041400655999999994
162,13.1129635,-0.23716911499999999,0.042201566999999995
163,13.0890605,-0.236496355,0.042582762499999996
164,13.016041,-0.23736043499999998,0.0421869565
165,12.983275500000001,-0.23626411,0.0415975825
166,13.0304505,-0.23620976500000002,0.0410751855
167,12.964069,-0.23584176499999998,0.039806626
168,13.100523500000001,-0.23617756,0.039325131
169,13.1807865,-0.23641952500000002,0.040170398999999996
170,13.129628499999999,-0.23696033,0.039315244
171,13.3092765,-0.237981115,0.040053008
172,13.3295465,-0.237865785,0.039631874
173,13.4766365,-0.23813392,0.0399541935
174,13.4290245,-0.23821230999999998,0.0419243545
175,13.426644,-0.23822154,0.042206217000000004
176,13.470904,-0.2378455,0.0425794055
177,13.3892725,-0.237516545,0.042631831999999995
178,13.382076999999999,-0.23753772,0.0428956705
179,13.4021975,-0.23652225,0.0427513695
180,13.3355465,-0.23683405000000002,0.042176305
181,13.466384,-0.23723563,0.0423054825
182,13.5105245,-0.237719255,0.0423219555
183,13.6181075,-0.237566755,0.042029385
184,13.613525500000002,-0.238027665,0.0424044075
185,13.6863735,-0.23804713,0.041511268500000004
186,13.6288315,-0.238105,0.041013375000000005
187,13.6472135,-0.23787416,0.0409744885
188,13.812870499999999,-0.23776259500000002,0.0407793875
189,13.756243000000001,-0.23761532000000002,0.0400910195
190,13.7945335,-0.23699512,0.040038123499999995
191,13.656032,-0.236228045,0.0408932625
192,13.5558965,-0.236639235,0.0412208435
193,13.540341999999999,-0.236612755,0.04100809
194,13.632125,-0.236755615,0.040849112
195,13.652870499999999,-0.23664415,0.0403901525
196,13.745254500000001,-0.23712194,0.040223334
197,13.6551705,-0.236864975,0.0394433845
198,13.784656,-0.23681462,0.0388576585
199,13.770044500000001,-0.23761512499999998,0.038679329
200,13.812133,-0.23701799,0.037687388
201,13.6901995,-0.2363325,0.038550773499999996
202,13.768109500000001,-0.23653539,0.038467483
203,13.86404,-0.23633874,0.0383735555
204,13.965854499999999,-0.236376015,0.038557051499999995
